,0
174,7.43779611073
175,3.6775
176,4.865
177,6.99252805224
178,4.8425
179,6.32879833359
180,6.4175
181,6.1725
182,5.905
183,5.0925
184,3.94
185,3.77
186,4.61
187,4.965
188,6.74683766234
189,4.33
190,6.3475
191,2.63
192,4.8225
193,6.48516195995
194,5.47
195,3.9025
196,6.925
197,3.7175
198,7.23812936064
199,5.95961622807
200,7.09691666667
201,7.60437576019
202,7.20148593356
203,6.97704692866
204,4.4025
205,7.47807199128
206,5.005
207,5.8670631068
208,5.04
209,5.01556326897
210,6.35843243243
211,7.1725
212,7.13495049505
213,4.14540865385
214,7.89363196492
215,7.37844543963
216,3.2425
217,6.79517045455
218,2.51
219,7.92619210283
220,3.5375
221,3.82
222,7.8385891694
223,5.6525
224,4.8175
225,5.635
226,3.97
227,6.76
228,5.475
229,6.185
230,6.75089008724
231,6.47982473545
232,6.8975
233,2.8825
234,7.58127036488
235,6.77878174927
236,6.78070877196
237,3.9325
238,5.745
239,3.3075
240,5.6227396744
241,4.115
242,6.275
243,6.09466911396
244,5.24
245,6.89871268657
246,5.965
247,7.19972955249
248,4.2275
249,7.29062379566
250,7.66862805342
251,6.94044692044
252,3.3
253,7.66926178929
254,2.9275
255,7.7214748224
256,7.3489208369
257,3.715
258,7.44153621022
259,3.8975
260,6.5525
261,5.6325
262,2.425
263,6.57161510629
264,5.1925
265,5.87
266,5.65
267,5.68714285714
268,3.52
269,7.96087259549
270,4.8575
271,7.28822535932
272,6.7375
273,5.9670242616
274,5.0775
275,6.5475
276,7.17715473349
277,1.8975
278,4.7425
279,6.94755365344
280,4.8325
281,5.605
282,6.86617574257
283,5.24462025316
284,7.60091239205
285,6.8821103972
286,4.6125
287,2.7975
288,7.83403201535
289,7.55992540551
290,6.1325
291,3.0975
292,5.39807533697
293,4.6375
294,6.78396664198
295,3.91
296,5.6919047619
297,5.0175
298,2.765
299,5.4871
300,7.14848067114
301,6.62421548308
302,6.53946428571
303,7.40425428949
304,7.66703374293
305,7.1502762363
306,5.95495765457
307,6.41464285714
308,2.23
309,7.65794729811
310,7.88564877899
311,6.17220397378
312,4.385
313,2.305
314,6.82022211277
315,5.2175
316,3.805
317,1.87
318,7.2475
319,4.0925
320,6.1925
321,6.43415646887
322,5.105
323,5.84005555556
324,5.875
325,7.30420903955
326,7.29246295425
327,2.3825
328,6.74246323529
329,5.16
330,2.9125
331,2.8
332,6.79205875708
333,6.35992176387
334,4.005
335,6.4925
336,6.5975
337,2.9975
338,5.6625
339,3.305
340,5.75
341,5.71479899497
342,7.80970296731
343,7.78513111436
344,2.02
345,4.3875
346,4.1825
347,7.93146550207
348,4.87
349,7.91882357628
350,6.9875
351,5.73432424812
352,3.4425
353,4.985
354,5.905
355,7.8498142034
356,4.9825
357,4.645
358,7.52553659441
359,5.5575
360,6.92458801587
361,7.60417543191
362,3.0825
363,4.6025
364,3.2625
365,3.155
366,6.74715387837
367,7.66042490385
368,3.9825
369,7.68531589874
370,6.4225
371,6.2296
372,7.0023569039
373,7.68486755877
374,5.0475
375,6.4275
376,3.4075
377,7.89579342372
378,5.5625
379,7.26891838169
380,7.02480432985
381,5.435
382,7.69369485456
383,5.14795537104
384,5.35666666667
385,4.0075
386,5.69790954503
387,4.2325
388,5.0775
389,5.6375
390,2.9725
391,5.9493299644
392,6.185
393,6.99980237618
394,7.49478308431
395,4.15
396,5.705
397,6.8746689073
398,3.7225
399,7.33948538319
400,2.11
401,6.33
402,5.3075
403,5.1425
404,7.00011726698
405,3.605
406,7.9095442548
407,7.77597103367
408,5.36
409,5.605
410,5.795
411,4.035
412,7.23799728592
413,3.2875
414,3.98498804209
415,4.1025
416,6.68740566038
417,5.1725
418,4.2675
419,5.065
420,4.3075
421,5.88875
422,3.2725
423,6.44679757065
424,3.3125
425,5.935
426,5.76442512275
427,4.4575
428,7.18860827664
429,3.4975
430,7.31434219002
431,5.166875
432,7.65481937188
433,4.775
434,7.61170309024
435,3.9625
436,4.17247159091
437,6.0641958042
438,6.515
439,5.265
440,7.7669457329
441,6.24425925926
442,4.46
443,2.9775
444,3.7125
445,6.3071279269
446,5.1025
447,4.7925
448,6.13
449,5.38
450,5.9375
451,5.1
452,1.975
453,7.992542142
454,7.9552090482
455,7.4971502574
456,7.67429307034
457,7.37502278793
458,3.5675
459,7.84031069779
460,4.505
461,7.19086135572
462,5.4625
463,7.81490258373
464,7.72233875033
465,5.7825
466,6.41
467,5.8725
468,5.4325
469,3.47
470,4.315
471,4.80932533733
472,6.27992424242
473,6.86563721419
474,6.795
475,7.46520772909
476,4.8075
477,6.2975
478,6.3175
479,6.3125
480,4.9821875
481,1.6
482,4.435
483,6.31416666667
484,2.05
485,7.81573246162
486,4.8025
487,4.865
488,5.6725
489,7.61219481298
490,3.66
491,7.82678119051
492,5.2025
493,4.65675
494,2.9175
495,6.9525
496,5.7175
497,7.96176308979
498,5.80209599797
499,4.1975
500,3.7075
501,4.095
502,6.5
503,3.16
504,6.5275
505,3.3275
506,7.72111561514
507,4.1275
508,7.34358128859
509,5.4525
510,5.305
511,7.88048268704
512,6.28711538462
513,2.7175
514,1.4975
515,6.2675
516,7.71495693201
517,7.23423937075
518,5.48
519,4.0029
520,4.7075
521,5.425
522,2.88
523,5.785
524,7.27369464338
525,3.025
526,7.38056723851
527,5.47193117409
528,3.62
529,6.60630334393
530,6.855
531,7.69446721715
532,6.85539643963
533,3.8
534,4.59
535,5.96335915315
536,7.90548635928
537,7.84449276484
538,4.82
539,4.5125
540,6.7375
541,3.105
542,6.16643857578
543,6.63533333333
544,4.94
545,6.60156468304
546,6.145
547,6.83320114783
548,2.065
549,7.02473637446
550,7.42075521588
551,2.4775
552,4.9675
553,3.9775
554,2.285
555,5.02996402878
556,4.2575
557,5.585
558,7.6820399248
559,3.0025
560,7.77193813683
561,6.195
562,4.94
563,2.87
564,4.39
565,6.10344430993
566,6.8775
567,6.43
568,5.73
569,3.305
570,6.31507142857
571,7.73938369243
572,3.3025
573,6.1725
574,7.34626905451
575,4.3775
576,6.88
577,3.0175
578,5.6175
579,5.28735715384
580,6.7875
581,3.06
582,5.135
583,5.3875
584,7.45031816312
585,6.56479166667
586,3.7375
587,5.74523109244
588,6.89476324003
589,5.2825
590,6.06718864469
591,4.495
592,5.4475
593,6.24
594,7.60516725337
595,3.8525
596,5.4375
597,4.6775
598,5.9025
599,7.75240375995
600,7.58570109905
601,5.9675
602,4.0825
603,7.94371939702
604,4.795
605,3.0575
606,3.5175
607,6.845
608,3.805
609,5.97357343795
610,7.19423461787
611,3.3825
612,6.5006510184
613,6.05727386506
614,7.75304620781
615,6.00254545455
616,7.62039973948
617,4.16
618,6.105
619,7.39827976599
620,5.32
621,5.78
622,5.81744685536
623,7.04824737117
624,6.20334276018
625,5.6775
626,4.4525
627,2.3075
628,7.54405574306
629,2.8825
630,6.48176785714
631,6.6975
632,5.4325
633,5.89
634,1.8025
635,6.185
636,3.63
637,4.3025
638,5.485
639,7.04362882081
640,7.42567355364
641,7.07608527927
642,7.24491052385
643,7.28830692823
644,7.53665691835
645,6.50999661618
646,7.88504341335
647,6.06736290252
648,4.8025
649,3.195
650,5.185
651,6.12
652,5.8425
653,6.90674497232
654,5.807090896
655,6.54474697971
656,2.87
657,5.92708581125
658,5.3125
659,4.56
660,7.1625
661,4.4275
662,7.82235728227
663,2.2675
664,5.56
665,7.12925083856
666,3.23
667,3.85
668,6.6525
669,7.32621416481
670,7.21483247423
671,4.62
672,7.93084984866
673,6.52455433679
674,5.2545890411
675,4.355
676,5.455
677,6.9025
678,6.23878205128
679,6.940546875
680,6.39
681,3.6225
682,5.7275
683,5.36
684,2.985
685,3.6875
686,6.0375
687,1.97
688,7.5706731856
689,4.9775
690,5.34
691,6.64726190476
692,4.2975
693,7.12458984375
694,5.49248091603
695,4.965
696,7.22987341772
697,6.0975
698,5.4125
699,2.9075
700,7.24361778787
701,7.05443975826
702,2.7225
703,5.17
704,3.6925
705,2.9425
706,7.69927925915
707,3.4075
708,5.53625
709,5.94402662907
710,3.705
711,4.765
712,5.25083333333
713,6.624375
714,3.9325
715,6.1025
716,2.595
717,6.54190335147
718,4.4525
719,7.83274369971
720,7.74441335229
721,3.7975
722,7.32145143582
723,5.5075
724,4.51396039604
725,3.905
726,5.83319444444
727,1.53
728,7.29868139234
729,6.65806330946
730,7.90540493888
731,5.2775
732,6.44415153083
733,5.5575
734,7.34933235035
735,5.96952743176
736,5.811875
737,7.18823476293
738,6.72432926829
739,3.2575
740,7.56280583539
741,4.3825
742,6.55125
743,5.6825
744,7.20239480185
745,3.9775
746,4.1225
747,7.58049278418
748,7.44750808232
749,5.90496376812
750,6.14
751,5.13
752,6.03937807882
753,4.6425
754,5.295
755,2.93
756,6.6215602326
757,5.4275
758,6.5675
759,6.94992863287
760,3.33
761,6.445
762,4.9175
763,7.18857307411
764,7.45209021119
765,6.3775
766,6.99489583333
767,6.58019230769
768,7.8175
769,3.655
770,7.02723529412
771,6.94987583031
772,3.43
773,5.3075
774,6.51454268293
775,3.505
776,6.45427631579
777,6.30382346225
778,6.095
779,6.355
780,5.24
781,5.46230157442
782,6.90883928571
783,4.41
784,6.135
785,4.3175
786,4.8275
787,5.4675
788,6.37734848485
789,7.25341216695
790,5.54
791,4.015
792,2.205
793,3.16
794,7.88263107734
795,4.3875
796,5.99225
797,4.73171428571
798,7.41904541618
799,7.30448079124
800,5.90074256939
801,2.5575
802,4.6825
803,5.195
804,7.86748767194
805,7.71466206678
806,7.65894442543
807,6.7975
808,7.72706520678
809,5.77983062956
810,4.58989795918
811,2.535
812,5.904375
813,6.1853125
814,5.93490231195
815,5.91167252632
816,1.8175
817,7.32986100346
818,3.42
819,4.97
820,5.74495308717
821,6.55385135135
822,6.25373113158
823,6.035
824,4.3075
825,4.755
826,6.9425
827,4.535
828,6.71380518599
829,6.64849621148
830,5.88686995283
831,4.3975
832,6.45651315789
833,7.62660276832
834,4.025
835,7.68014594062
836,6.40473404255
837,7.50240171371
838,3.0925
839,5.4325
840,5.2525
841,6.78
842,5.995
843,3.735
844,5.58275181214
845,7.25648259373
846,7.09172419981
847,7.87828050961
848,7.53837963503
849,3.4475
850,7.0125
851,4.93
852,6.87782690202
853,4.18
854,6.9475
855,7.60738950893
856,6.11743055556
857,2.82
858,5.64125
859,2.1875
860,4.7325
861,5.66
862,5.65
863,7.85849591387
864,6.2325
865,6.56241477273
866,7.50723141641
867,6.6625
868,6.57686586453
869,6.32520833333
870,2.9
871,6.18722222222
872,5.0925
873,3.3125
874,7.54724275693
875,7.53211576487
876,7.45063938141
877,5.59
878,6.65151151666
879,6.50970183486
880,6.53547776149
881,2.695
882,6.93194212921
883,4.45018181818
884,5.79
885,4.7325
886,5.59
887,5.32947513812
888,3.825
889,4.6625
890,7.95894839042
891,6.5175
892,5.995
893,5.9525
894,7.11935159177
895,7.98487383163
896,5.8325
897,7.83013046143
898,6.005
899,7.66
900,7.74366659871
901,7.89503321181
902,6.10968137255
903,5.0425
904,6.5525
905,5.63
906,4.635
907,4.2475
908,5.43991965734
909,2.545
910,2.5875
911,7.79463370749
912,3.62
913,5.18737654321
914,5.46511195377
915,5.83
916,3.4775
917,3.4825
918,3.78
919,7.55293336731
920,3.7475
921,7.7708263591
922,2.93
923,5.96527777778
924,6.71296875
925,5.055
926,6.78307707153
927,7.15845462533
928,4.785
929,7.29826179359
930,7.75359370976
931,2.315
932,7.66157286459
933,7.96886606175
934,6.12968487395
935,7.05570911545
936,7.92404071757
937,6.36285714286
938,7.17533995061
939,3.925
940,2.78
941,5.6175
942,4.145
943,2.435
944,6.37
945,5.61505319149
946,5.80759036145
947,4.22
948,5.105
949,4.6025
950,7.87714892293
951,7.62672044472
952,4.975
953,4.6525
954,6.01
955,7.39531634493
956,7.38111340327
957,6.22438990923
958,2.9125
959,2.63
960,3.5675
961,7.16
962,7.0875
963,4.155
964,4.605
965,7.29106359366
966,6.21285714286
967,6.83498745316
968,7.26013150185
969,7.14946823596
970,5.52
971,7.05746688742
972,7.67275746787
973,6.14
974,7.35096568868
975,6.43568502825
976,4.1175
977,5.5225
978,7.06258837904
979,5.87
980,3.1825
981,5.75749627084
982,4.3675
983,6.26335084034
984,6.93020833333
985,5.4125
986,5.0125
987,6.65
988,6.87240384615
989,7.04034781092
990,2.0
991,2.8875
992,3.8175
993,4.9003125
994,7.535
995,5.7425
996,4.39
997,1.515
998,5.97963302752
999,4.235
1000,7.64168900379
1001,6.11984375
1002,7.28628543527
1003,2.795
1004,7.3675
1005,6.34273525191
1006,4.5325
1007,4.045
1008,6.9540625
1009,1.99
1010,4.635
1011,5.3375
1012,3.7775
1013,5.25829218977
1014,6.1297745098
1015,2.14
1016,7.79619154103
1017,7.3304109187
1018,7.49083012844
1019,6.83546394204
1020,4.9575
1021,1.965
1022,6.92661111111
1023,7.36413991012
1024,7.63264033939
1025,6.80611029412
1026,2.66
1027,7.95882278011
1028,6.56934782609
1029,4.6676756107
1030,3.8425
1031,7.70240384615
1032,5.1355
1033,4.63
1034,7.54156672234
1035,2.855
1036,6.085
1037,5.7575
1038,4.8175
1039,7.76302462351
1040,4.755
1041,3.395
1042,2.5275
1043,6.48602098467
1044,6.035
1045,3.7275
1046,3.595
1047,4.915
1048,4.315
1049,6.70813709677
1050,5.7975
1051,3.6
1052,4.20785714286
1053,7.66716504251
1054,4.0775
1055,7.63517074418
1056,7.37657960381
1057,5.1875
1058,3.0475
1059,5.7225
1060,7.65187119618
1061,3.0775
1062,2.78
1063,3.9525
1064,3.4975
1065,5.265
1066,4.3725
1067,6.045
1068,5.6275
1069,7.56137871759
1070,7.79783655123
1071,4.8125
1072,3.5075
1073,4.9775
1074,7.96745905826
1075,6.7725
1076,3.7375
1077,6.95919427391
1078,2.7425
1079,7.25737341772
1080,7.90228733168
1081,4.2125
1082,5.855
1083,3.4175
1084,6.97235296283
1085,7.29841226708
1086,2.245
1087,5.82546875
1088,6.50964285714
1089,6.74
1090,4.4025
1091,6.5625
1092,5.0725
1093,5.64958333333
1094,7.75119308652
1095,5.735
1096,5.35
1097,5.53
1098,7.18346786612
1099,4.9275
1100,7.41043957061
1101,4.92484375
1102,5.76497354497
1103,6.94112936613
1104,2.7425
1105,7.31621671292
1106,6.4974
1107,5.24
1108,6.2375
1109,5.3225
1110,4.8525
1111,4.5
1112,7.3743373605
1113,5.28191176471
1114,7.6392886978
1115,5.7875
1116,7.32216666667
1117,7.62475162886
1118,5.43236666667
1119,6.68694271129
1120,6.72318296389
1121,7.41675464459
1122,6.28
1123,3.1675
1124,2.9875
1125,5.393
1126,4.92971910112
1127,7.27030128244
1128,1.7725
1129,3.935
1130,6.16979166667
1131,5.66
1132,7.84192173515
1133,5.58982035849
1134,7.32402127213
1135,1.74
1136,1.9125
1137,4.8625
1138,3.46
1139,7.89568108516
1140,4.70959126984
1141,5.924375
1142,6.5675
1143,7.54121327108
1144,6.4475
1145,7.29163866119
1146,7.61177653434
1147,6.2775
1148,3.5125
1149,1.5875
1150,6.5125
1151,7.7247376065
1152,6.73026441061
1153,6.70886222416
1154,7.7647913275
1155,6.28461111111
1156,4.53357142857
1157,5.54493902439
1158,7.51481739268
1159,6.24418213173
1160,2.3375
1161,3.9275
1162,7.46495833333
1163,4.5925
1164,7.21402666071
1165,6.92683057166
1166,5.32922568523
1167,6.86715277778
1168,6.71973552019
1169,7.46077259695
1170,7.86345340583
1171,7.83624469912
1172,6.85920225137
1173,4.0
1174,4.1525
1175,4.2725
1176,5.5825
1177,7.4098128725
1178,7.25394652329
1179,4.28
1180,6.93993589744
1181,3.31
1182,6.18004960317
1183,6.1273166805
1184,5.98
1185,6.90206709957
1186,7.87294756723
1187,7.245
1188,2.105
1189,6.99414935065
1190,6.45
1191,5.8475
1192,5.4675
1193,3.0075
1194,7.67148229482
1195,7.48857308176
1196,4.085
1197,7.65469629675
1198,5.74306238894
1199,1.715
1200,7.3688424369
1201,3.89
1202,5.985
1203,3.48
1204,7.1075
1205,5.45314156052
1206,4.855
1207,6.73916814363
1208,4.715
1209,6.35224137931
1210,2.6375
1211,7.64755715741
1212,3.7775
1213,5.0175
1214,4.58732954545
1215,7.14363045512
1216,6.8159718181
1217,6.76961889888
1218,4.16
1219,7.02712726777
1220,6.89402645618
1221,4.3
1222,6.4603125
1223,4.2425
1224,5.58
1225,5.1975
1226,3.53
1227,5.6425
1228,4.89233695652
1229,3.7
1230,7.68174810273
1231,7.66172092799
1232,6.0601171875
1233,3.7575
1234,4.4275
1235,5.1725
1236,7.61528268301
1237,3.4525
1238,4.595
1239,5.2575
1240,3.5425
1241,7.68067897556
1242,5.93744897959
1243,6.23205882353
1244,7.77749158322
1245,3.7225
1246,4.8825
1247,5.5425
1248,5.06
1249,3.5825
1250,7.79055154479
1251,4.7025
1252,5.21
1253,4.08
1254,4.4975
1255,2.5725
1256,6.1325
1257,7.0044728816
1258,7.01779739156
1259,7.26090670647
1260,3.325
1261,7.4578754108
1262,4.76
1263,7.27239963056
1264,6.88492094862
1265,7.59972222222
1266,3.1275
1267,6.455
1268,4.94493902439
1269,6.09
1270,6.96298005247
1271,2.4775
1272,7.27977458847
1273,7.35192640843
1274,7.24900984247
1275,5.625
1276,6.35137195122
1277,4.715
1278,6.55086199427
1279,7.02296804837
1280,5.765
1281,3.045
1282,5.55
1283,3.605
1284,6.88351620294
1285,7.57445623597
1286,6.49860099338
1287,4.7725
1288,7.40429406875
1289,6.74464861389
1290,6.6775
1291,5.1975
1292,7.0705
1293,4.96504993364
1294,5.195
1295,4.765
1296,3.28
1297,6.4687040091
1298,5.36254360465
1299,5.6175
1300,6.45
1301,7.4933703624
1302,7.82664449641
1303,7.13007002801
1304,2.7425
1305,6.91343460585
1306,5.65
1307,7.52247881356
1308,6.2
1309,7.22282755056
1310,4.45
1311,5.24097159091
1312,7.88090820253
1313,6.025
1314,7.67519221398
1315,5.0125
1316,4.23
1317,5.12
1318,7.90313880175
1319,3.515
1320,6.96020540824
1321,5.8575
1322,5.015
1323,7.41852112678
1324,6.41997892074
1325,3.31
1326,4.835
1327,1.825
1328,5.05893617021
1329,6.00380100141
1330,3.6825
1331,5.81
1332,7.60918560606
1333,7.94289567997
1334,4.94
1335,4.6475
1336,3.0075
1337,3.47
1338,6.795
1339,6.0475
1340,5.731875
1341,6.86859259259
1342,3.1775
1343,6.7975
1344,6.98230788902
1345,5.665
1346,4.025
1347,7.01134554941
1348,1.7225
1349,4.7175
1350,4.5475
1351,5.0375
1352,3.7525
1353,4.8025
1354,7.57578011689
1355,6.69735981308
1356,6.84184892405
1357,6.065
1358,4.445
1359,5.035
1360,4.445
1361,2.465
1362,7.55496752344
1363,7.86537432499
1364,4.445
1365,6.37974375
1366,3.8375
1367,6.44437820513
1368,2.945
1369,5.7125
1370,7.38615206427
1371,6.9599789916
1372,6.155
1373,5.645
1374,5.5675
1375,5.75742584672
1376,5.57
1377,7.93972839268
1378,6.31738317757
1379,6.9875
1380,3.6975
1381,7.87255863412
1382,3.7675
1383,7.66456334192
1384,7.77873569436
1385,3.425
1386,5.7575
1387,5.04477272727
1388,6.87239705882
1389,4.245
1390,6.32626284304
1391,6.845
1392,3.765
1393,6.9974537037
1394,5.5125
1395,5.0375
1396,4.225
1397,2.1925
1398,7.55531602241
1399,2.91
1400,5.5675
1401,3.95
1402,7.92111641024
1403,5.83
1404,2.59994444444
1405,4.68
1406,6.965
1407,4.59
1408,7.43721764118
1409,5.395
1410,5.71
1411,2.495
1412,4.375
1413,1.9125
1414,5.675
1415,4.6375
1416,6.76522589613
1417,7.4725
1418,6.52752758764
1419,4.46
1420,7.78656045832
1421,5.0975
1422,7.34918691817
1423,6.16
1424,4.0425
1425,6.81230580357
1426,5.992
1427,4.43
1428,6.6325
1429,4.7975
1430,4.175
1431,7.32617810515
1432,6.69818872024
1433,7.37891856061
1434,5.34
1435,5.8475
1436,3.205
1437,5.2475
1438,5.365
1439,5.88949042553
1440,6.07974300699
1441,7.33973520924
1442,7.95281311011
1443,5.93251715112
1444,2.165
1445,6.61
1446,5.92304912362
1447,5.0625
1448,7.26127928328
1449,6.38929487179
1450,3.2175
1451,4.08
1452,7.196012465
1453,6.27
1454,5.5175
1455,3.4925
1456,3.14
1457,7.39497382199
1458,5.43753289474
1459,3.6225
1460,7.85426208475
1461,7.73309303305
1462,5.78
1463,6.745
1464,5.9775
1465,7.68526205868
1466,4.6175
1467,3.7325
1468,7.36838405477
1469,7.80287264259
1470,1.9825
1471,6.585
1472,3.305
1473,3.315
1474,4.0525
1475,3.6025
1476,4.0375
1477,3.9075
1478,7.20555595323
1479,3.9825
1480,4.145
1481,3.7575
1482,7.01451840114
1483,2.5975
1484,6.445
1485,5.745
1486,5.7925
1487,6.475
1488,6.907603759
1489,4.4575
1490,5.53346383148
1491,5.97461750431
1492,2.7775
1493,5.495
1494,4.3075
1495,5.515
1496,7.33733475671
1497,7.1591214731
1498,4.67
1499,6.3175
1500,2.3925
1501,6.9025
1502,1.825
1503,5.83247400412
1504,5.2875
1505,5.54
1506,3.01
1507,6.12973684211
1508,3.655
1509,5.25
1510,7.9496886038
1511,5.3971
1512,6.83224931697
1513,7.71675005281
1514,6.96258074592
1515,6.94260236632
1516,6.44963541667
1517,7.85469774147
1518,5.0325
1519,5.205
1520,3.495
1521,6.64179401611
1522,5.7425
1523,3.0225
1524,4.785
1525,6.98488095238
1526,7.19837757242
1527,6.34993112489
1528,5.0225
1529,4.47
1530,5.5125
1531,3.2375
1532,5.665
1533,3.12
1534,3.8975
1535,6.95880460244
1536,7.52703427229
1537,7.49552681803
1538,7.74849573097
1539,4.2275
1540,3.7225
1541,5.68875
1542,5.395
1543,6.2375
1544,4.31
1545,7.7005894037
1546,7.58557635975
1547,6.86748387097
1548,4.3875
1549,5.5375
1550,7.44814886676
1551,6.2225
1552,4.7675
1553,7.44745454545
1554,2.0275
1555,7.88195273731
1556,4.11
1557,7.13162778294
1558,4.7175
1559,3.575
1560,6.78
1561,6.32484722514
1562,6.56446428571
1563,4.7475
1564,3.885
1565,5.54910714286
1566,6.46456421356
1567,4.47
1568,7.76491815106
1569,6.26660958904
1570,7.09680079144
1571,4.69
1572,4.79
1573,6.065
1574,7.61305627526
1575,5.52194444444
1576,5.435
1577,5.8475
1578,4.695
1579,2.6575
1580,6.05
1581,5.48
1582,4.545
1583,5.342
1584,6.15779286073
1585,3.37
1586,5.0025
1587,6.185
1588,6.42381659945
1589,6.3625
1590,6.86480716253
1591,5.89727695671
1592,5.5025
1593,5.5275
1594,5.61625
1595,6.41566168009
1596,7.34490677756
1597,2.92
1598,5.8125
1599,4.2875
1600,5.18
1601,5.58
1602,7.92581465033
1603,5.80064705882
1604,5.55
1605,4.755
1606,7.68546538381
1607,1.255
1608,7.00428466934
1609,3.4625
1610,5.40805555556
1611,7.69379870579
1612,5.745
1613,5.0625
1614,6.2325
1615,7.85979199252
1616,5.59750074627
1617,2.6375
1618,5.355
1619,3.5475
1620,4.6275
1621,6.1775
1622,6.3875
1623,7.72546346361
1624,6.01210526316
1625,4.51
1626,7.17635717542
1627,3.3575
1628,7.80769157245
1629,7.8139451195
1630,3.08
1631,7.82917657067
1632,7.59145522878
1633,5.875
1634,6.29100901772
1635,6.69806516918
1636,7.72495561479
1637,7.54084770108
1638,6.0425
1639,7.42996844091
1640,5.4475
1641,5.62
1642,7.91931069734
1643,6.605
1644,7.55327042452
1645,6.0875
1646,3.59
1647,7.07804782141
1648,3.525
1649,7.6440505459
1650,5.8675
1651,7.39400847111
1652,6.1744981203
1653,7.45914641025
1654,3.13
1655,5.97367217053
1656,3.5725
1657,7.60872253895
1658,4.23
1659,3.67
1660,6.81575899436
1661,7.8423087624
1662,5.84333333333
1663,6.55895700943
1664,6.77673668846
1665,7.2671635982
1666,5.115
1667,7.95297081342
1668,5.455
1669,4.0975
1670,4.65
1671,7.05306585936
1672,1.8725
1673,6.1275
1674,6.76052631579
1675,6.3025
1676,6.57304166667
1677,3.6525
1678,4.3225
1679,4.93
1680,5.0475
1681,3.12
1682,1.6525
1683,7.5300613901
1684,3.2575
1685,7.71828660903
1686,6.0475
1687,5.0175
1688,6.035215978
1689,6.799765625
1690,5.6875
1691,7.4575
1692,7.10473245813
1693,4.495
1694,6.17989473684
1695,4.8925
1696,5.5025
1697,7.17194937394
1698,5.91319064211
1699,5.51
1700,5.7001094861
1701,7.83602344949
1702,2.9825
1703,3.48
1704,5.63607142857
1705,6.2975
1706,3.51
1707,5.88864584505
1708,4.94148809524
1709,6.47476351351
1710,5.92225
1711,2.09
1712,6.8725
1713,3.9625
1714,4.99142097264
1715,6.5975
1716,6.4575
1717,7.09652023662
1718,6.78174227136
1719,3.4325
1720,5.97035714286
1721,2.6375
1722,6.085
1723,4.2775
1724,4.8975
1725,7.56194464756
1726,4.63
1727,7.80070189953
1728,2.94333333333
1729,5.9045
1730,7.59776565362
1731,6.1325
1732,4.4975
1733,6.91047008547
1734,7.19157761919
1735,7.21243342932
1736,5.97421875
1737,7.27689972484
1738,6.20998998411
1739,6.08766399874
1740,4.2475
1741,4.1125
1742,7.46610820136
1743,6.98958033631
1744,7.04324080834
1745,6.38881076389
1746,6.10324331551
1747,7.36620709464
